bulan;tahun;jenis;kode_trayek;trayek;jumlah_penumpang
Januari;2019;BRT;1;KORIDOR 1;2223257
Januari;2019;BRT;2;KORIDOR 2;781605
Januari;2019;BRT;3;KORIDOR 3;919.2
Januari;2019;BRT;4;KORIDOR 4;669417
Januari;2019;BRT;5;KORIDOR 5;890939
Januari;2019;BRT;6;KORIDOR 6;976411
Januari;2019;BRT;7;KORIDOR 7;872467
Januari;2019;BRT;8;KORIDOR 8;911731
Januari;2019;BRT;9;KORIDOR 9;1408962
Januari;2019;BRT;10;KORIDOR 10;737123
Januari;2019;BRT;11;KORIDOR 11;267869
Januari;2019;BRT;12;KORIDOR 12;208326
Januari;2019;BRT;13;KORIDOR 13;654831
Januari;2019;ANGKUTAN UMUM INTEGRASI;1A;BALAIKOTA - PIK;93208
Januari;2019;ANGKUTAN UMUM INTEGRASI;1B;ST. PALMERAH - TOSARI;62726
Januari;2019;ANGKUTAN UMUM INTEGRASI;1F;ST. PALMERAH - SENAYAN;33011
Januari;2019;ANGKUTAN UMUM INTEGRASI;1C;BLOK M - PESANGGARAHAN;44429
Januari;2019;ANGKUTAN UMUM INTEGRASI;1E;BLOK M - PONDOK LABU;94933
Januari;2019;ANGKUTAN UMUM INTEGRASI;1H;TANAH ABANG - GONDANGDIA;66742
Januari;2019;ANGKUTAN UMUM INTEGRASI;;TANAH ABANG - BLOK M;6973
Januari;2019;ANGKUTAN UMUM INTEGRASI;1P;SENEN - BUNDERAN SENAYAN;30102
Januari;2019;ANGKUTAN UMUM INTEGRASI;;SENEN - TANAH ABANG;351
Januari;2019;ANGKUTAN UMUM INTEGRASI;2K;HARAPAN INDAH - JAKARTA GARDEN CITY;2933
Januari;2019;ANGKUTAN UMUM INTEGRASI;3D;PENJARINGAN - RAWA BUAYA;30808
Januari;2019;ANGKUTAN UMUM INTEGRASI;3E;CENTRAL LAND - PURI KEMBANGAN;20084
Januari;2019;ANGKUTAN UMUM INTEGRASI;4A;TU GAS - GROGOL 2;21583
Januari;2019;ANGKUTAN UMUM INTEGRASI;4B;ST. MANGGARAI - UI;190476
Januari;2019;ANGKUTAN UMUM INTEGRASI;4C;TU GAS - BUNDERAN SENAYAN;15118
Januari;2019;ANGKUTAN UMUM INTEGRASI;4F;PULO GADUNG - PONDOK GEDE;115361
Januari;2019;ANGKUTAN UMUM INTEGRASI;5A;KAMPUNG MELAYU - GROGOL 1;36993
Januari;2019;ANGKUTAN UMUM INTEGRASI;5B;ST. TEBET - BIDARA CINA;38.84
Januari;2019;ANGKUTAN UMUM INTEGRASI;5F;KAMPUNG MELAYU - TANAH ABANG;51805
Januari;2019;ANGKUTAN UMUM INTEGRASI;6C;ST. TEBET - KARET;253604
Januari;2019;ANGKUTAN UMUM INTEGRASI;6H;LEBAK BULUS - SENEN;117637
Januari;2019;ANGKUTAN UMUM INTEGRASI;6M;ST. MANGGARAI - BLOK M;85123
Januari;2019;ANGKUTAN UMUM INTEGRASI;6N;BLOK M - RAGUNAN VIA KEMANG;85214
Januari;2019;ANGKUTAN UMUM INTEGRASI;7A;KAMPUNG RAMBUTAN - LEBAK BULUS;101146
Januari;2019;ANGKUTAN UMUM INTEGRASI;7B;BLOK M - KAMPUNG RAMBUTAN;58589
Januari;2019;ANGKUTAN UMUM INTEGRASI;7D;CAWANG UKI - TMII;59773
Januari;2019;ANGKUTAN UMUM INTEGRASI;7E;RAGUNAN - RAMBUTAN;8435
Januari;2019;ANGKUTAN UMUM INTEGRASI;8C;KEBAYORAN LAMA - TANAH ABANG;80413
Januari;2019;ANGKUTAN UMUM INTEGRASI;8D;BLOK M - JOGLO;73632
Januari;2019;ANGKUTAN UMUM INTEGRASI;8E;BLOK M - BINTARO KODAM;44576
Januari;2019;ANGKUTAN UMUM INTEGRASI;8K;TANAH ABANG - BATU SARI;19579
Januari;2019;ANGKUTAN UMUM INTEGRASI;9D;PASAR MINGGU - TANAH ABANG;104496
Januari;2019;ANGKUTAN UMUM INTEGRASI;9E;KEBAYORAN LAMA - GROGOL 2;58748
Januari;2019;ANGKUTAN UMUM INTEGRASI;9H;BLOK M - CIPEDAK;45502
Januari;2019;ANGKUTAN UMUM INTEGRASI;11A;PULO GEBANG - RAWAMANGUN;12366
Januari;2019;ANGKUTAN UMUM INTEGRASI;11D;PULO GEBANG - PULO GADUNG (VIA PIK);78573
Januari;2019;ANGKUTAN UMUM INTEGRASI;11Q;PULO GEBANG - KAMPUNG MELAYU VIA BKT;54884
Januari;2019;ANGKUTAN UMUM INTEGRASI;12A;KOTA - PELABUHAN KALIADEM;7.54
Januari;2019;ANGKUTAN UMUM INTEGRASI;12B;PLUIT - SENEN;31479
Januari;2019;ANGKUTAN UMUM INTEGRASI;S23;BLOK M - REMPOA;26401
Januari;2019;ANGKUTAN UMUM INTEGRASI;;KOTA TUA EXPLORER;63
Januari;2019;TRANSJABODETABEK;B11;SUMMARECON BEKASI - TOSARI;59908
Januari;2019;TRANSJABODETABEK;B12;SUMMARECON BEKASI - TANJUNG PRIOK;39147
Januari;2019;TRANSJABODETABEK;B21;BEKASI TIMUR - GROGOL 2;79232
Januari;2019;TRANSJABODETABEK;B13;BEKASI BARAT - BLOK M;16989
Januari;2019;TRANSJABODETABEK;B14;BEKASI BARAT - KUNINGAN;12887
Januari;2019;TRANSJABODETABEK;B22;BEKASI TIMUR - PASAR BARU;50869
Januari;2019;TRANSJABODETABEK;B23;BEKASI TIMUR - TEBET;991
Januari;2019;TRANSJABODETABEK;B24;BEKASI TIMUR - KALIDERES;5.7
Januari;2019;TRANSJABODETABEK;1K;BLOK M - CIBUBUR;7037
Januari;2019;ANGKUTAN EKSEKUTIF ROYAL TRANS ;;CIBUBUR - KOTA;2854
Januari;2019;ANGKUTAN EKSEKUTIF ROYAL TRANS ;;CIBUBUR - KUNINGAN;3891
Januari;2019;TRANSJABODETABEK;13A;CBD CILEDUG - MONAS;0
Januari;2019;TRANSJABODETABEK;D11;DEPOK - BNN;81429
Januari;2019;TRANSJABODETABEK;S11;SERPONG - GROGOL 2;105524
Januari;2019;TRANSJABODETABEK;S21;CIPUTAT - TOSARI;142021
Januari;2019;TRANSJABODETABEK;S22;CIPUTAT - KP. RAMBUTAN;90436
Januari;2019;TRANSJABODETABEK;T11;PORIS PLAWAD - BUNDARAN SENAYAN;203194
Januari;2019;TRANSJABODETABEK;T12;PORIS PLAWAD - PASAR BARU;72051
Januari;2019;TRANSJABODETABEK;7C;CIBUBUR JUNCTION - UKI;156181
Januari;2019;TRANSJABODETABEK;2B;HARAPAN INDAH - ASMI;98.53
Januari;2019;ANGKUTAN UMUM LAINNYA ;GR1;BUNDARAN SENAYAN - HARMONI (BUS GRATIS);364618
Januari;2019;ANGKUTAN UMUM LAINNYA ;GR2;TANAH ABANG EXPLORER;196539
Januari;2019;ANGKUTAN UMUM LAINNYA ;;POLDA - GBK (VIA SCBD);24266
Januari;2019;ANGKUTAN UMUM LAINNYA ;;STASIUN PALMERAH - ISTORA SENAYAN;0
Januari;2019;ANGKUTAN UMUM LAINNYA ;;RAGUNAN - DEPARTEMEN PERTANIAN;0
Januari;2019;ANGKUTAN UMUM LAINNYA ;;RAGUNAN - SMK 57;1927
Januari;2019;ANGKUTAN UMUM LAINNYA ;;MARUNDA-RAGUNAN;112
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-1;TANJUNG PRIOK-PLUMPANG;56764
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-2;DUREN SAWIT - KAMPUNG MELAYU;56551
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-3;LEBAK BULUS - PONDOK LABU;43344
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-4;GROGOL - TUBAGUS ANGKE;51852
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-5;SEMPER - ROROTAN;64763
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-6;KAMPUNG RAMBUTAN - PONDOK GEDE;54469
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-7;TANAH ABANG-TAWAKAL;78.27
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-10;TANAH ABANG-KOTA;0
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-11;TANAH ABANG-KEBAYORAN LAMA;14081
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-12;TANAH ABANG- KAMPUNG BARU KEBAYORAN;5403
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-14;TANAH ABANG-MERUYA;20294
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-15;BULAK TURI - TANJUNG PRIOK;159723
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-16;PGC - CONDET;121785
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-17;PULOGADUNG - SENEN ;49015
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-18;KALIBATA - KUNINGAN;33549
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-19;PINANG RANTI - SETU;189943
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-20;LUBANG BUAYA - CAWANG UKI;78069
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-21;DWIKORA - CILILITAN;91339
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-22;DWIKORA - PENAS;26632
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-25;PASAR REBO - KALISARI;56265
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-26;RAWAMANGUN-KALIMALANG;50111
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-27;PULOGEBANG - ROROTAN;58266
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-28;PASAR REBO - TAMAN WILADATIKA;68223
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-29;TANJUNG PRIOK - KELAPA GADING;100217
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-30;MERUYA - CITRALAND;144605
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-31;BLOK M - PONDOK LABU;97307
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-32;PETUKANGAN - LEBAK BULUS;102751
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-33;PULO GADUNG - KOTA;34171
Januari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-37;CILILITAN - CONDET VIA KAYU MANIS;34022
Januari;2019;ANGKUTAN WISATA;BW1;HISTORY OF JAKARTA;111866
Januari;2019;ANGKUTAN WISATA;BW2;JAKARTA MODERN;47.42
Januari;2019;ANGKUTAN WISATA;BW3;PENCAKAR LANGIT;28786
Januari;2019;ANGKUTAN WISATA;BW5;WISATA KALIJODO;23693
Januari;2019;ANGKUTAN WISATA;BW6;MAKAM MBAH PRIUK;2488
Januari;2019;ANGKUTAN WISATA;BW7;JAKARTA SHOPING MALL;9016
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2E;RUSUN RAWA BEBEK - PAKIN;12731
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2F;RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG;29048
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2H;RUSUN JATI RAWASARI - SENEN;4186
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3A;RUSUN DAAN MOGOT - KALIDERES;29113
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3B;RUSUN FLAMBOYAN - KALIDERES;7622
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3C;RUSUN KAPUK MUARA - KALIDERES;4724
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;4E;RUSUN JATINEGARA KAUM - PULO GADUNG;2877
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;9F;RUSUN TAMBORA - PLUIT;7322
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10A;RUSUN MARUNDA - TANJUNG PRIOK;46827
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10B;RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG;9265
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11B;RUSUN RAWA BEBEK - PENGGILINGAN;7467
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11C;RUSUN PINUS ELOK - RUSUN PULO GEBANG;28216
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11K;RUSUN KOMARUDIN - PENGGILINGAN;8079
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11M;RUSUN RAWA BEBEK - BUKIT DURI;36469
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11N;RUSUN CIPINANG MUARA - JATINEGARA;2863
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11P;RUSUN PONDOK BAMBU - RADIN INTEN;3118
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11R;RUSUN CAKUNG KM 2 - BUKIT DURI;6416
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12C;RUSUN WADUK PLUIT- PENJARINGAN;8828
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12D;RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING);7146
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12F;RUSUN MARUNDA - RUSUN WADUK PLUIT;26118
Januari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12H;RUSUN PENJARINGAN - PENJARINGAN;4925
Januari;2019; ANGKUTAN UMUM LAINNYA ;TJC;TRANSJAKARTA CARES;5315
Januari;2019; ANGKUTAN UMUM LAINNYA ;;ACARA PEDULI PALU&LOMBOK ANCOL;0
Januari;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PAGUYUBAN FR DISABEL;0
Januari;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN YAYASAN PEMATA DISABEL;0
Januari;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN KGPM PULOGEBANG;0
Januari;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN LANSIA PONDOK PINANG;0
Januari;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN NATAL DKI ANCOL;7968
Januari;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PAGUYUBAN LANSIA KOTAMADYA JAKSEL;51
Januari;2019; ANGKUTAN UMUM LAINNYA ;;GRATIS GATE NON BRT;2696
Januari;2019; ANGKUTAN UMUM LAINNYA ;;GRATIS PNS DKI DAN PENSIUNAN PNS;36024
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS TENAGA KONTRAK DKI;15781
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PENERIMA KJP;34689
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS KARYAWAN SWASTA TERTENTU;2682
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PENGHUNI RUMAH SUSUN;24923
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS KTP KEPULAUAN SERIBU;773
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PENERIMA RASKIN;1228
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS TNI/POLRI;3
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS VETERAN;0
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PENYANDANG DISABILITAS;7543
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS LANSIA;394736
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS MARBOT;12
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PAUD;6023
Januari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS JUMANTIK;5992
Februari;2019;BRT;1;KORIDOR 1;1992685
Februari;2019;BRT;2;KORIDOR 2;689898
Februari;2019;BRT;3;KORIDOR 3;849307
Februari;2019;BRT;4;KORIDOR 4;571404
Februari;2019;BRT;5;KORIDOR 5;793867
Februari;2019;BRT;6;KORIDOR 6;878813
Februari;2019;BRT;7;KORIDOR 7;778593
Februari;2019;BRT;8;KORIDOR 8;840084
Februari;2019;BRT;9;KORIDOR 9;1269564
Februari;2019;BRT;10;KORIDOR 10;660344
Februari;2019;BRT;11;KORIDOR 11;233418
Februari;2019;BRT;12;KORIDOR 12;189321
Februari;2019;BRT;13;KORIDOR 13;594052
Februari;2019;ANGKUTAN UMUM INTEGRASI;1A;BALAIKOTA - PIK;87218
Februari;2019;ANGKUTAN UMUM INTEGRASI;1B;ST. PALMERAH - TOSARI;56313
Februari;2019;ANGKUTAN UMUM INTEGRASI;1F;ST. PALMERAH - SENAYAN;27249
Februari;2019;ANGKUTAN UMUM INTEGRASI;1C;BLOK M - PESANGGARAHAN;41241
Februari;2019;ANGKUTAN UMUM INTEGRASI;1E;BLOK M - PONDOK LABU;90158
Februari;2019;ANGKUTAN UMUM INTEGRASI;1H;TANAH ABANG - GONDANGDIA;51419
Februari;2019;ANGKUTAN UMUM INTEGRASI;1N;TANAH ABANG - BLOK M;28161
Februari;2019;ANGKUTAN UMUM INTEGRASI;1P;SENEN - BUNDERAN SENAYAN;28269
Februari;2019;ANGKUTAN UMUM INTEGRASI;1R;SENEN - TANAH ABANG;12.95
Februari;2019;ANGKUTAN UMUM INTEGRASI;2K;HARAPAN INDAH - JAKARTA GARDEN CITY;2309
Februari;2019;ANGKUTAN UMUM INTEGRASI;3D;PENJARINGAN - RAWA BUAYA;26559
Februari;2019;ANGKUTAN UMUM INTEGRASI;3E;CENTRAL LAND - PURI KEMBANGAN;20852
Februari;2019;ANGKUTAN UMUM INTEGRASI;4A;TU GAS - GROGOL 2;19437
Februari;2019;ANGKUTAN UMUM INTEGRASI;4B;ST. MANGGARAI - UI;167948
Februari;2019;ANGKUTAN UMUM INTEGRASI;4C;TU GAS - BUNDERAN SENAYAN;13431
Februari;2019;ANGKUTAN UMUM INTEGRASI;4F;PULO GADUNG - PONDOK GEDE;105442
Februari;2019;ANGKUTAN UMUM INTEGRASI;5A;KAMPUNG MELAYU - GROGOL 1;33443
Februari;2019;ANGKUTAN UMUM INTEGRASI;5B;ST. TEBET - BIDARA CINA;32963
Februari;2019;ANGKUTAN UMUM INTEGRASI;5F;KAMPUNG MELAYU - TANAH ABANG;48798
Februari;2019;ANGKUTAN UMUM INTEGRASI;6C;ST. TEBET - KARET;222987
Februari;2019;ANGKUTAN UMUM INTEGRASI;6H;LEBAK BULUS - SENEN;113978
Februari;2019;ANGKUTAN UMUM INTEGRASI;6M;ST. MANGGARAI - BLOK M;72458
Februari;2019;ANGKUTAN UMUM INTEGRASI;6N;BLOK M - RAGUNAN VIA KEMANG;77974
Februari;2019;ANGKUTAN UMUM INTEGRASI;7A;KAMPUNG RAMBUTAN - LEBAK BULUS;94725
Februari;2019;ANGKUTAN UMUM INTEGRASI;7B;BLOK M - KAMPUNG RAMBUTAN;54613
Februari;2019;ANGKUTAN UMUM INTEGRASI;7D;CAWANG UKI - TMII;52519
Februari;2019;ANGKUTAN UMUM INTEGRASI;7E;RAGUNAN - RAMBUTAN;8.7
Februari;2019;ANGKUTAN UMUM INTEGRASI;7N;KAMPUNG RAMBUTAN - GANDARIA;1512
Februari;2019;ANGKUTAN UMUM INTEGRASI;8C;KEBAYORAN LAMA - TANAH ABANG;71673
Februari;2019;ANGKUTAN UMUM INTEGRASI;8D;BLOK M - JOGLO;61478
Februari;2019;ANGKUTAN UMUM INTEGRASI;8E;BLOK M - BINTARO KODAM;39339
Februari;2019;ANGKUTAN UMUM INTEGRASI;8K;TANAH ABANG - BATU SARI;20446
Februari;2019;ANGKUTAN UMUM INTEGRASI;9D;PASAR MINGGU - TANAH ABANG;94222
Februari;2019;ANGKUTAN UMUM INTEGRASI;9E;KEBAYORAN LAMA - GROGOL 2;57126
Februari;2019;ANGKUTAN UMUM INTEGRASI;9H;BLOK M - CIPEDAK;39103
Februari;2019;ANGKUTAN UMUM INTEGRASI;11A;PULO GEBANG - RAWAMANGUN;9716
Februari;2019;ANGKUTAN UMUM INTEGRASI;11D;PULO GEBANG - PULO GADUNG (VIA PIK);71.86
Februari;2019;ANGKUTAN UMUM INTEGRASI;11Q;PULO GEBANG - KAMPUNG MELAYU VIA BKT;50486
Februari;2019;ANGKUTAN UMUM INTEGRASI;11T;PULO GEBANG - STASIUN CAKUNG;150
Februari;2019;ANGKUTAN UMUM INTEGRASI;11U;PULO GEBANG - CAKUNG - CILINCING;1569
Februari;2019;ANGKUTAN UMUM INTEGRASI;12A;KOTA - PELABUHAN KALIADEM;6662
Februari;2019;ANGKUTAN UMUM INTEGRASI;12B;PLUIT - SENEN;28389
Februari;2019;ANGKUTAN UMUM INTEGRASI;S23;BLOK M - REMPOA;30548
Februari;2019;TRANSJABODETABEK;12E;HISTORY OF JAKARTA EXPLORER (KOTA TUA);3
Februari;2019;TRANSJABODETABEK;12K;ASEMKA - EXPLORER;432
Februari;2019;TRANSJABODETABEK;B11;SUMMARECON BEKASI - TOSARI;54488
Februari;2019;TRANSJABODETABEK;B12;SUMMARECON BEKASI - TANJUNG PRIOK;34366
Februari;2019;TRANSJABODETABEK;B21;BEKASI TIMUR - GROGOL 2;70.7
Februari;2019;TRANSJABODETABEK;B13;BEKASI BARAT - BLOK M;14455
Februari;2019;TRANSJABODETABEK;B14;BEKASI BARAT - KUNINGAN;10753
Februari;2019;ANGKUTAN EKSEKUTIF ROYAL TRANS ;B22;BEKASI TIMUR - PASAR BARU;45386
Februari;2019;ANGKUTAN EKSEKUTIF ROYAL TRANS ;B23;BEKASI TIMUR - TEBET;920
Februari;2019;TRANSJABODETABEK;B24;BEKASI TIMUR - KALIDERES;5053
Februari;2019;TRANSJABODETABEK;1K;BLOK M - CIBUBUR;7368
Februari;2019;ANGKUTAN EKSEKUTIF ROYAL TRANS ;CKT;CIBUBUR - KOTA;4316
Februari;2019;ANGKUTAN EKSEKUTIF ROYAL TRANS ;CKN;CIBUBUR - KUNINGAN;4886
Februari;2019;TRANSJABODETABEK;D11;DEPOK - BNN;74269
Februari;2019;TRANSJABODETABEK;S11;SERPONG - GROGOL 2;97986
Februari;2019;TRANSJABODETABEK;S21;CIPUTAT - TOSARI;127101
Februari;2019;TRANSJABODETABEK;S22;CIPUTAT - KP. RAMBUTAN;79591
Februari;2019;TRANSJABODETABEK;T11;PORIS PLAWAD - BUNDARAN SENAYAN;180512
Februari;2019;TRANSJABODETABEK;T12;PORIS PLAWAD - PASAR BARU;65911
Februari;2019;TRANSJABODETABEK;7C;CIBUBUR JUNCTION - UKI;143.8
Februari;2019;TRANSJABODETABEK;2B;HARAPAN INDAH - ASMI;85.6
Februari;2019;ANGKUTAN UMUM LAINNYA ;GR1;BUNDARAN SENAYAN - HARMONI (BUS GRATIS);325998
Februari;2019;ANGKUTAN UMUM LAINNYA ;GR2;TANAH ABANG EXPLORER;220747
Februari;2019;ANGKUTAN UMUM LAINNYA ;X;POLDA - GBK (VIA SCBD);19.77
Februari;2019;ANGKUTAN UMUM LAINNYA ;;RAGUNAN - SMK 57;0
Februari;2019;ANGKUTAN UMUM LAINNYA ;;MARUNDA-RAGUNAN;0
Februari;2019;ANGKUTAN UMUM LAINNYA ;JAK-1;TANJUNG PRIOK-PLUMPANG;53593
Februari;2019;ANGKUTAN UMUM LAINNYA ;JAK-2;DUREN SAWIT - KAMPUNG MELAYU;50.86
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-3;LEBAK BULUS - PONDOK LABU;42.41
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-4;GROGOL - TUBAGUS ANGKE;53607
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-5;SEMPER - ROROTAN;75574
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-6;KAMPUNG RAMBUTAN - PONDOK GEDE;63508
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-7;TANAH ABANG-TAWAKAL;79468
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-10;TANAH ABANG-KOTA;6025
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-11;TANAH ABANG-KEBAYORAN LAMA;20473
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-12;TANAH ABANG- KAMPUNG BARU KEBAYORAN;12363
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-14;TANAH ABANG-MERUYA;31.04
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-15;BULAK TURI - TANJUNG PRIOK;159866
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-16;PGC - CONDET;119448
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-17;PULOGADUNG - SENEN ;49191
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-18;KALIBATA - KUNINGAN;28501
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-19;PINANG RANTI - SETU;185.51
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-20;LUBANG BUAYA - CAWANG UKI;76737
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-21;DWIKORA - CILILITAN;106905
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-22;DWIKORA - PENAS;28418
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-24;PULOGADUNG-PASAR SENEN;7039
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-25;PASAR REBO - KALISARI;56904
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-26;RAWAMANGUN-KALIMALANG;47995
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-27;PULOGEBANG - ROROTAN;62052
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-28;PASAR REBO - TAMAN WILADATIKA;67117
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-29;TANJUNG PRIOK - KELAPA GADING;119112
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-30;MERUYA - CITRALAND;179517
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-31;BLOK M - PONDOK LABU;90468
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-32;PETUKANGAN - LEBAK BULUS;103853
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-33;PULO GADUNG - KOTA;50959
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-37;CILILITAN - CONDET VIA KAYU MANIS;80633
Februari;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-45;LEBAK BULUS-RAGUNAN;3039
Februari;2019;ANGKUTAN WISATA;JAK-51;TAMAN KOTA - BUDI LUHUR;34861
Februari;2019;ANGKUTAN WISATA;JAK-59;RAWAMANGUN-RAWASENGON;15321
Februari;2019;ANGKUTAN WISATA;JAK-61;PULOGADUNG-CEMPAKA MAS;1529
Februari;2019;ANGKUTAN WISATA;BW1;HISTORY OF JAKARTA;88.77
Februari;2019;ANGKUTAN WISATA;BW2;JAKARTA MODERN;39088
Februari;2019;ANGKUTAN WISATA;BW3;PENCAKAR LANGIT;28292
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;BW5;WISATA KALIJODO;22235
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;BW6;MAKAM MBAH PRIUK;3059
